,Age,WFH_Days_Per_Week,Gender,Education_Level,Marital_Status,Has_Children,Location_Type,Department,Job_Level,Company_Size,Industry,Home_Office_Quality,Internet_Speed_Category,Work_Hours_Per_Week,Manager_Support_Level,Team_Collaboration_Frequency,Task_Completion_Rate,Quality_Score,Innovation_Score,Efficiency_Rating,Meetings_Per_Week,Commute_Time_Minutes,Job_Satisfaction,Stress_Level,Work_Life_Balance,Prod_Efficiency,Exp_Task_Rate
1131,25,0,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Junior,Large (1001-5000),Finance,Good,Moderate (25-50 Mbps),42,Very High,Few times per week,100.0,100.0,77.6,95.0,10,28,100.0,7,7,9310.0,200.0
1132,36,4,Male,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Small (51-200),Finance,Average,Fast (50-100 Mbps),51,High,Few times per week,79.8,76.9,70.2,84.1,8,7,100.0,5,8,6315.909999999999,79.8
1133,47,4,Female,Bachelor Degree,Divorced,No,Suburban,Customer Success,Manager,Medium (201-1000),Finance,Good,Fast (50-100 Mbps),51,High,Monthly,79.6,80.9,82.0,95.0,5,27,100.0,3,4,7590.500000000001,1512.3999999999999
1134,43,4,Female,Master Degree,Single,No,Suburban,Data Science,Lead,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),49,Moderate,Few times per week,99.3,93.4,89.9,95.0,6,17,99.0,8,8,8198.5,1191.6
1135,22,0,Male,High School,Single,No,Rural,Sales,Junior,Enterprise (5000+),Manufacturing,Excellent,Very Fast (100+ Mbps),40,Moderate,Daily,61.2,77.9,61.7,92.7,13,48,81.6,5,7,6739.290000000001,0.0
1136,43,2,Female,Master Degree,Married,No,Urban,Product,Mid-Level,Small (51-200),Technology,Average,Fast (50-100 Mbps),35,Very High,Daily,90.6,90.6,81.2,95.0,6,29,100.0,1,7,9310.0,453.0
1137,26,2,Male,Master Degree,Married,No,Urban,Engineering,Mid-Level,Medium (201-1000),Technology,Good,Slow (<25 Mbps),42,Moderate,Bi-weekly,58.4,73.5,65.0,72.0,7,55,79.3,7,7,4766.400000000001,58.4
1138,32,4,Male,Master Degree,Divorced,No,Suburban,Marketing,Junior,Large (1001-5000),Education,Average,Very Fast (100+ Mbps),42,Very High,Daily,69.2,79.1,76.3,95.0,5,27,100.0,5,8,7068.000000000001,207.60000000000002
1139,39,1,Female,Bachelor Degree,Divorced,No,Urban,Finance,Senior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Monthly,43.7,70.6,51.3,66.1,13,38,100.0,5,4,3364.49,393.3
1140,26,0,Male,Bachelor Degree,Single,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Fast (50-100 Mbps),35,Moderate,Few times per week,100.0,83.6,88.6,95.0,7,39,100.0,8,10,8854.0,200.0
1141,35,3,Male,Master Degree,In Relationship,No,Urban,Design,Junior,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),39,High,Weekly,66.3,82.5,74.6,95.0,9,38,100.0,3,8,7581.0,66.3
1142,22,3,Female,Bachelor Degree,Single,No,Urban,Finance,Junior,Small (51-200),Healthcare,Poor,Moderate (25-50 Mbps),31,High,Few times per week,83.3,80.6,63.6,95.0,10,62,100.0,2,7,7999.0,83.3
1143,29,3,Female,Bachelor Degree,Married,No,Urban,Engineering,Senior,Medium (201-1000),Consulting,Poor,Very Fast (100+ Mbps),37,Very High,Bi-weekly,54.8,67.3,66.4,88.3,4,18,100.0,6,8,5227.36,274.0
1144,37,4,Male,High School,Married,Yes,Urban,Engineering,Senior,Large (1001-5000),Consulting,Good,Slow (<25 Mbps),47,Moderate,Few times per week,98.4,86.3,83.8,95.0,3,23,100.0,7,8,9310.0,590.4000000000001
1145,22,1,Female,Master Degree,Married,Yes,Suburban,Engineering,Junior,Small (51-200),Media,Average,Moderate (25-50 Mbps),35,Moderate,Few times per week,62.7,84.9,63.5,95.0,11,21,89.1,6,6,6688.000000000001,62.7
1146,38,4,Female,Bachelor Degree,Single,Yes,Urban,Engineering,Junior,Medium (201-1000),Technology,Good,Moderate (25-50 Mbps),52,High,Weekly,100.0,99.8,89.2,95.0,10,20,100.0,5,6,9310.0,200.0
1147,34,2,Female,Bachelor Degree,Married,No,Rural,HR,Lead,Large (1001-5000),Technology,Excellent,Very Fast (100+ Mbps),48,High,Weekly,89.6,89.7,89.0,95.0,10,42,100.0,5,10,9310.0,716.8
1148,39,2,Female,Associate Degree,Married,No,Suburban,Engineering,Lead,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),45,Moderate,Bi-weekly,84.6,79.3,66.4,84.2,14,44,87.1,3,9,6188.7,676.8
1149,37,5,Male,Professional Degree,Single,Yes,Suburban,Sales,Lead,Enterprise (5000+),Technology,Good,Moderate (25-50 Mbps),50,High,Daily,100.0,93.6,91.2,95.0,6,0,100.0,5,10,9310.0,900.0
1150,47,2,Female,Bachelor Degree,Single,No,Suburban,Product,Senior,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),41,Very High,Daily,100.0,94.0,76.8,95.0,9,57,100.0,7,2,9310.0,600.0
1151,36,4,Male,Master Degree,Married,No,Suburban,Operations,Lead,Small (51-200),Manufacturing,Average,Fast (50-100 Mbps),37,Moderate,Daily,70.3,90.4,58.4,93.9,5,19,93.8,6,8,6929.82,421.79999999999995
1152,31,2,Male,Bachelor Degree,Married,Yes,Urban,Engineering,Senior,Enterprise (5000+),Government,Average,Very Fast (100+ Mbps),41,Moderate,Few times per week,52.2,52.4,55.9,73.3,5,42,81.9,8,9,4273.389999999999,208.8
1153,36,3,Male,Master Degree,Married,No,Rural,Design,Senior,Startup (1-50),Media,Poor,Very Fast (100+ Mbps),31,High,Weekly,83.4,82.7,56.5,95.0,7,11,100.0,4,6,7058.5,250.20000000000002
1154,39,4,Male,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Large (1001-5000),Healthcare,Good,Slow (<25 Mbps),49,Very High,Daily,70.2,85.8,78.3,94.4,7,13,100.0,5,9,7788.000000000001,140.4
1155,35,5,Male,Master Degree,Divorced,Yes,Urban,Product,Junior,Small (51-200),Education,Good,Very Fast (100+ Mbps),39,Moderate,Few times per week,68.9,71.2,64.9,85.9,9,0,93.2,7,3,5677.99,0.0
1156,35,4,Male,Bachelor Degree,Single,Yes,Suburban,Finance,Senior,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),37,High,Weekly,91.9,86.7,84.1,95.0,11,38,100.0,5,3,9310.0,367.6
1157,28,3,Male,Bachelor Degree,Divorced,No,Suburban,HR,Junior,Enterprise (5000+),Finance,Average,Very Fast (100+ Mbps),38,Moderate,Weekly,61.3,63.8,61.9,80.3,2,20,85.2,4,5,4938.45,183.89999999999998
1158,29,2,Female,Master Degree,Married,Yes,Urban,HR,Junior,Small (51-200),Consulting,Poor,Fast (50-100 Mbps),42,Moderate,Few times per week,94.7,95.9,65.3,95.0,10,21,100.0,3,2,9310.0,0.0
1159,22,4,Male,Master Degree,Married,No,Rural,Marketing,Junior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),42,High,Daily,86.0,92.6,85.1,95.0,9,1,100.0,8,7,8597.5,86.0
1160,50,4,Female,Master Degree,Divorced,No,Urban,Customer Success,Manager,Small (51-200),Healthcare,Average,Fast (50-100 Mbps),41,Moderate,Monthly,88.1,88.8,83.2,95.0,6,39,100.0,4,9,8160.500000000001,1057.1999999999998
1161,23,0,Male,Master Degree,Married,Yes,Suburban,Customer Success,Junior,Startup (1-50),Consulting,Excellent,Very Fast (100+ Mbps),41,High,Daily,66.3,87.9,66.6,94.2,7,0,100.0,9,5,7328.76,0.0
1162,28,3,Male,Bachelor Degree,Single,Yes,Rural,Sales,Junior,Small (51-200),Technology,Good,Very Fast (100+ Mbps),45,Moderate,Weekly,82.8,99.3,64.3,91.0,11,1,99.4,5,7,7926.099999999999,82.8
1163,28,4,Male,Master Degree,Married,No,Urban,Sales,Junior,Medium (201-1000),Non-profit,Good,Fast (50-100 Mbps),35,Moderate,Daily,66.3,60.4,43.0,77.0,12,33,50.0,10,6,4550.7,132.6
1164,43,3,Male,Associate Degree,Single,No,Urban,Product,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),43,Moderate,Daily,78.9,74.6,56.5,79.2,19,21,78.6,2,5,5060.88,236.70000000000002
1165,32,2,Female,Master Degree,Married,No,Urban,Marketing,Junior,Small (51-200),Media,Excellent,Very Fast (100+ Mbps),40,Moderate,Bi-weekly,91.9,93.8,86.8,95.0,4,42,100.0,6,9,8749.5,91.9
1166,46,5,Male,Bachelor Degree,Single,Yes,Urban,Product,Senior,Large (1001-5000),Finance,Good,Fast (50-100 Mbps),30,High,Weekly,100.0,96.7,86.7,95.0,11,0,100.0,7,10,9310.0,600.0
1167,27,4,Male,Bachelor Degree,Single,No,Suburban,Engineering,Junior,Enterprise (5000+),Retail,Average,Moderate (25-50 Mbps),52,Low,Few times per week,83.1,70.8,63.8,85.9,10,43,100.0,6,4,6133.260000000001,0.0
1168,54,2,Female,Bachelor Degree,Divorced,No,Suburban,Engineering,Senior,Medium (201-1000),Consulting,Good,Moderate (25-50 Mbps),44,Low,Daily,84.5,83.8,82.4,95.0,7,61,86.3,3,6,7533.5,845.0
1169,24,4,Male,Bachelor Degree,Married,Yes,Urban,Marketing,Junior,Medium (201-1000),Education,Average,Very Fast (100+ Mbps),43,Very High,Weekly,78.1,87.1,78.6,95.0,5,21,100.0,6,6,8312.5,0.0
1170,37,1,Female,Associate Degree,Married,No,Suburban,Operations,Mid-Level,Large (1001-5000),Media,Good,Very Fast (100+ Mbps),39,High,Weekly,95.3,89.5,79.4,95.0,10,12,100.0,6,5,8189.0,381.2
1171,40,2,Female,Bachelor Degree,Married,Yes,Suburban,Operations,Senior,Large (1001-5000),Consulting,Excellent,Very Fast (100+ Mbps),38,Very High,Bi-weekly,93.9,100.0,92.0,95.0,8,34,100.0,5,7,9310.0,1408.5
1172,38,1,Male,Associate Degree,Married,No,Urban,Finance,Junior,Large (1001-5000),Technology,Good,Moderate (25-50 Mbps),34,Low,Few times per week,58.3,57.2,44.5,78.4,8,18,78.3,6,8,4523.68,58.3
1173,33,5,Male,Bachelor Degree,Married,Yes,Suburban,Finance,Senior,Enterprise (5000+),Education,Poor,Fast (50-100 Mbps),40,High,Weekly,72.6,72.7,73.8,95.0,17,0,100.0,5,8,7296.0,508.19999999999993
1174,33,3,Male,Associate Degree,Married,No,Urban,Customer Success,Mid-Level,Startup (1-50),Finance,Good,Very Fast (100+ Mbps),50,Moderate,Few times per week,95.3,96.1,94.7,95.0,8,16,75.5,7,8,9310.0,285.9
1175,35,2,Male,Bachelor Degree,Single,Yes,Rural,Sales,Senior,Enterprise (5000+),Healthcare,Excellent,Moderate (25-50 Mbps),34,Very High,Daily,100.0,98.6,81.8,95.0,8,72,100.0,2,3,9310.0,500.0
1176,33,0,Female,Master Degree,In Relationship,No,Suburban,Operations,Junior,Enterprise (5000+),Technology,Good,Fast (50-100 Mbps),38,High,Few times per week,58.6,63.5,51.1,84.2,5,51,98.8,1,3,5270.92,58.6
1177,43,1,Male,Master Degree,Married,No,Suburban,Engineering,Senior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),47,High,Bi-weekly,84.7,97.7,64.6,95.0,9,29,100.0,6,6,8379.0,677.6
1178,54,3,Male,Associate Degree,Single,No,Suburban,Marketing,Senior,Medium (201-1000),Education,Good,Very Fast (100+ Mbps),47,High,Daily,93.4,95.5,92.1,95.0,9,23,100.0,10,7,9310.0,747.2
1179,29,0,Female,Master Degree,Married,No,Suburban,Engineering,Junior,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),37,High,Daily,77.9,71.6,74.5,95.0,9,25,100.0,5,8,7561.999999999999,155.8
1180,22,3,Female,Master Degree,Married,No,Urban,Sales,Junior,Small (51-200),Education,Poor,Slow (<25 Mbps),48,High,Few times per week,51.6,57.0,30.8,58.6,6,27,100.0,1,6,2765.92,0.0
1181,34,3,Male,Bachelor Degree,Single,Yes,Suburban,Sales,Senior,Large (1001-5000),Media,Average,Fast (50-100 Mbps),39,Very High,Daily,100.0,100.0,95.0,95.0,10,18,100.0,5,2,9310.0,600.0
1182,58,4,Female,Master Degree,Single,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Technology,Excellent,Very Fast (100+ Mbps),35,High,Bi-weekly,93.0,96.0,69.0,95.0,10,41,100.0,6,2,9310.0,372.0
1183,27,4,Female,Bachelor Degree,Single,No,Urban,Marketing,Mid-Level,Large (1001-5000),Manufacturing,Average,Fast (50-100 Mbps),50,Low,Daily,60.8,51.1,33.3,62.6,6,24,83.5,8,8,3079.92,182.39999999999998
1184,49,3,Female,Bachelor Degree,Divorced,Yes,Rural,Data Science,Lead,Medium (201-1000),Education,Average,Fast (50-100 Mbps),42,Moderate,Weekly,65.3,77.3,63.6,95.0,11,11,100.0,3,4,7001.5,653.0
1185,50,2,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Lead,Startup (1-50),Technology,Average,Very Fast (100+ Mbps),40,Moderate,Few times per week,96.7,77.6,81.6,95.0,8,63,78.1,9,9,7837.5,580.2
1186,30,4,Female,Associate Degree,Married,Yes,Urban,HR,Junior,Large (1001-5000),Manufacturing,Good,Very Fast (100+ Mbps),43,High,Daily,100.0,100.0,73.9,95.0,5,32,100.0,9,6,9310.0,300.0
1187,40,4,Male,Master Degree,Single,No,Suburban,Marketing,Senior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),36,Moderate,Weekly,80.9,100.0,95.0,95.0,7,30,100.0,6,7,9310.0,647.2
1188,49,1,Female,Bachelor Degree,Married,Yes,Suburban,Sales,Senior,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),38,High,Few times per week,94.3,97.0,95.0,95.0,6,0,100.0,4,4,8930.0,1414.5
1189,31,5,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Small (51-200),Technology,Average,Very Fast (100+ Mbps),50,Very High,Daily,91.8,100.0,95.0,95.0,8,0,100.0,6,6,8892.0,367.2
1190,33,0,Female,Bachelor Degree,Married,Yes,Suburban,Engineering,Mid-Level,Large (1001-5000),Healthcare,Good,Very Fast (100+ Mbps),53,High,Daily,100.0,100.0,85.9,95.0,10,34,100.0,8,9,9310.0,500.0
1191,29,0,Male,Master Degree,In Relationship,No,Suburban,HR,Mid-Level,Medium (201-1000),Healthcare,Excellent,Very Fast (100+ Mbps),35,Very High,Few times per week,93.3,100.0,88.8,95.0,8,20,100.0,5,10,9310.0,0.0
1192,25,1,Male,Master Degree,Married,No,Suburban,Engineering,Mid-Level,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),39,Very High,Daily,82.1,87.3,68.3,95.0,7,0,100.0,8,8,7885.0,82.1
1193,23,3,Male,Bachelor Degree,Married,No,Urban,Sales,Junior,Large (1001-5000),Consulting,Excellent,Fast (50-100 Mbps),43,High,Few times per week,98.4,98.8,75.0,95.0,4,23,100.0,5,9,9310.0,0.0
1194,35,4,Male,Bachelor Degree,Divorced,Yes,Urban,Operations,Mid-Level,Large (1001-5000),Consulting,Good,Very Fast (100+ Mbps),36,High,Few times per week,64.2,73.3,53.2,80.8,7,22,100.0,10,5,5058.08,192.60000000000002
1195,28,2,Male,Bachelor Degree,Single,Yes,Urban,Finance,Mid-Level,Small (51-200),Healthcare,Good,Fast (50-100 Mbps),45,Moderate,Daily,96.0,91.6,93.3,95.0,7,60,100.0,6,8,8892.0,288.0
1196,22,2,Male,Bachelor Degree,Married,No,Suburban,Marketing,Junior,Medium (201-1000),Technology,Good,Fast (50-100 Mbps),47,Low,Daily,87.1,70.8,72.7,95.0,5,18,70.9,4,5,7400.500000000001,0.0
1197,37,4,Male,Bachelor Degree,Single,No,Suburban,Marketing,Senior,Enterprise (5000+),Consulting,Excellent,Fast (50-100 Mbps),46,Very High,Few times per week,66.6,62.2,72.3,84.5,9,14,100.0,8,3,5348.849999999999,266.4
1198,42,0,Female,Bachelor Degree,Married,Yes,Urban,Engineering,Manager,Large (1001-5000),Technology,Excellent,Fast (50-100 Mbps),42,High,Few times per week,90.5,84.3,81.8,95.0,4,39,100.0,5,5,8198.5,1176.5
1199,22,2,Male,PhD,Married,No,Urban,Sales,Junior,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),47,Low,Daily,65.6,61.4,49.1,83.1,3,58,59.7,7,7,5010.929999999999,0.0
1200,38,1,Female,Master Degree,Single,No,Urban,Operations,Lead,Small (51-200),Healthcare,Good,Very Fast (100+ Mbps),45,High,Daily,81.4,97.6,86.3,95.0,7,34,100.0,8,7,9310.0,488.40000000000003
1201,46,5,Female,Bachelor Degree,Married,No,Urban,Operations,Manager,Medium (201-1000),Retail,Excellent,Slow (<25 Mbps),33,Moderate,Daily,66.2,81.3,76.2,93.9,3,0,88.8,4,3,7042.5,926.8000000000001
1202,24,3,Male,Bachelor Degree,Married,No,Urban,HR,Junior,Large (1001-5000),Healthcare,Good,Moderate (25-50 Mbps),33,High,Few times per week,98.0,100.0,95.0,95.0,7,16,100.0,6,7,9310.0,98.0
1203,50,3,Female,Associate Degree,Married,No,Suburban,Finance,Lead,Startup (1-50),Technology,Good,Fast (50-100 Mbps),43,High,Few times per week,98.7,97.0,95.0,95.0,11,22,100.0,5,6,9310.0,2368.8
1204,38,3,Female,Master Degree,Single,No,Urban,Engineering,Manager,Large (1001-5000),Retail,Excellent,Moderate (25-50 Mbps),49,Very High,Few times per week,90.3,96.9,74.3,95.0,5,34,100.0,4,1,9310.0,1173.8999999999999
1205,28,5,Male,Master Degree,In Relationship,No,Suburban,Engineering,Mid-Level,Small (51-200),Education,Excellent,Very Fast (100+ Mbps),44,Low,Monthly,41.2,61.7,39.8,64.0,10,0,69.0,3,9,3097.6,82.4
1206,34,5,Male,Professional Degree,Single,No,Suburban,Marketing,Mid-Level,Small (51-200),Retail,Average,Very Fast (100+ Mbps),45,Very High,Few times per week,71.5,93.5,80.4,95.0,5,0,100.0,2,5,7923.000000000001,715.0
1207,40,4,Female,Bachelor Degree,Married,No,Urban,HR,Mid-Level,Startup (1-50),Technology,Good,Fast (50-100 Mbps),35,High,Weekly,88.5,98.3,73.0,95.0,11,42,100.0,7,7,8056.0,442.5
1208,35,2,Male,Master Degree,Single,No,Urban,Engineering,Junior,Large (1001-5000),Manufacturing,Average,Moderate (25-50 Mbps),42,Moderate,Daily,68.1,69.1,58.8,86.6,8,58,83.6,7,7,6010.04,0.0
1209,39,1,Female,Bachelor Degree,Married,No,Urban,Design,Senior,Enterprise (5000+),Healthcare,Good,Very Fast (100+ Mbps),48,Moderate,Daily,89.1,92.8,81.9,95.0,7,32,70.0,6,6,9091.5,267.29999999999995
1210,26,5,Female,Master Degree,Single,Yes,Urban,Marketing,Mid-Level,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),44,Low,Daily,68.6,73.1,60.2,87.5,4,0,95.2,6,5,5862.5,0.0
1211,36,3,Male,Master Degree,Single,No,Urban,Sales,Senior,Medium (201-1000),Healthcare,Good,Moderate (25-50 Mbps),42,Very High,Few times per week,98.6,99.6,59.1,95.0,6,31,100.0,4,6,9310.0,887.4
1212,22,2,Female,Master Degree,Single,Yes,Suburban,Finance,Junior,Small (51-200),Technology,Good,Moderate (25-50 Mbps),45,Moderate,Daily,87.0,100.0,86.8,95.0,3,51,93.9,7,5,9310.0,87.0
1213,33,3,Male,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Large (1001-5000),Technology,Good,Very Fast (100+ Mbps),43,High,Few times per week,73.0,95.1,95.0,95.0,8,23,100.0,6,6,9120.0,146.0
1214,26,5,Female,Master Degree,Married,No,Rural,Marketing,Mid-Level,Large (1001-5000),Technology,Average,Very Fast (100+ Mbps),49,Very High,Weekly,95.8,76.9,50.7,87.5,7,0,100.0,8,3,6676.25,287.4
1215,28,3,Male,Bachelor Degree,Single,No,Urban,Marketing,Senior,Small (51-200),Finance,Good,Very Fast (100+ Mbps),43,Moderate,Daily,60.3,69.6,69.1,82.1,5,35,82.4,7,4,5574.59,180.89999999999998
1216,46,3,Female,Associate Degree,In Relationship,No,Suburban,Engineering,Senior,Startup (1-50),Healthcare,Average,Fast (50-100 Mbps),41,High,Few times per week,100.0,93.8,95.0,95.0,5,36,100.0,1,4,9072.5,700.0
1217,44,4,Female,High School,Single,No,Suburban,Customer Success,Manager,Large (1001-5000),Retail,Good,Moderate (25-50 Mbps),35,Moderate,Daily,69.4,77.3,41.0,92.6,10,32,74.1,8,7,7213.54,1249.2
1218,40,3,Female,Bachelor Degree,Married,Yes,Urban,Customer Success,Junior,Large (1001-5000),Technology,Average,Fast (50-100 Mbps),49,Low,Few times per week,79.4,78.5,65.4,92.4,8,37,100.0,2,7,7419.72,79.4
1219,25,2,Female,Bachelor Degree,Single,No,Urban,Engineering,Junior,Startup (1-50),Media,Average,Moderate (25-50 Mbps),36,High,Weekly,92.6,87.8,72.9,95.0,15,76,100.0,8,9,8179.499999999999,0.0
1220,32,5,Female,Associate Degree,Married,No,Suburban,Sales,Senior,Medium (201-1000),Technology,Poor,Fast (50-100 Mbps),43,Moderate,Weekly,70.4,72.0,72.2,89.2,3,0,93.1,10,5,6591.880000000001,211.20000000000002
1221,45,5,Male,Bachelor Degree,Married,Yes,Suburban,Engineering,Lead,Large (1001-5000),Finance,Average,Fast (50-100 Mbps),46,Moderate,Daily,88.3,85.7,75.5,90.3,7,0,100.0,6,6,7314.3,618.1
1222,36,4,Female,Bachelor Degree,Married,No,Urban,Customer Success,Mid-Level,Medium (201-1000),Technology,Good,Very Fast (100+ Mbps),52,Moderate,Daily,56.4,72.2,62.8,94.2,8,12,81.0,4,7,5652.0,112.8
1223,55,4,Female,Bachelor Degree,Married,Yes,Urban,Sales,Mid-Level,Medium (201-1000),Education,Good,Very Fast (100+ Mbps),43,Low,Few times per week,83.5,95.6,65.0,95.0,12,44,100.0,1,10,7989.499999999999,751.5
1224,38,2,Female,Bachelor Degree,Single,No,Urban,Marketing,Junior,Medium (201-1000),Retail,Good,Very Fast (100+ Mbps),50,High,Daily,86.4,88.3,89.1,95.0,6,38,100.0,4,6,9310.0,0.0
1225,36,5,Female,Associate Degree,Married,Yes,Urban,Sales,Senior,Medium (201-1000),Media,Excellent,Very Fast (100+ Mbps),42,Moderate,Monthly,65.6,72.4,68.8,90.4,8,0,82.6,6,5,6047.760000000001,393.59999999999997
1226,32,2,Male,Bachelor Degree,Single,No,Rural,Sales,Mid-Level,Medium (201-1000),Finance,Excellent,Very Fast (100+ Mbps),38,High,Daily,99.1,100.0,95.0,95.0,10,33,100.0,8,6,9310.0,198.2
1227,36,4,Male,Bachelor Degree,Married,Yes,Suburban,HR,Junior,Enterprise (5000+),Technology,Good,Very Fast (100+ Mbps),58,Moderate,Bi-weekly,100.0,89.4,82.2,95.0,6,16,100.0,8,5,9310.0,200.0
1228,33,5,Male,Master Degree,Single,No,Urban,HR,Mid-Level,Small (51-200),Retail,Average,Very Fast (100+ Mbps),34,High,Bi-weekly,85.4,82.5,67.9,95.0,7,0,100.0,7,3,7429.0,0.0
1229,41,4,Female,Bachelor Degree,Single,Yes,Urban,Marketing,Manager,Medium (201-1000),Retail,Excellent,Fast (50-100 Mbps),59,Low,Few times per week,100.0,80.8,84.2,95.0,12,29,100.0,3,6,9310.0,1100.0
1230,43,4,Male,Master Degree,Single,Yes,Urban,Finance,Junior,Small (51-200),Government,Good,Very Fast (100+ Mbps),51,Low,Daily,93.2,82.9,58.4,95.0,10,17,64.7,10,7,7913.5,186.4
1231,27,4,Female,Bachelor Degree,Divorced,No,Suburban,Marketing,Mid-Level,Small (51-200),Technology,Good,Fast (50-100 Mbps),38,Moderate,Weekly,41.0,60.9,53.5,70.0,13,22,86.7,7,4,3955.0,41.0
1232,23,1,Male,PhD,Married,Yes,Rural,Engineering,Mid-Level,Large (1001-5000),Retail,Average,Fast (50-100 Mbps),45,Moderate,Daily,98.6,88.8,78.3,91.7,9,5,100.0,5,8,7730.31,0.0
1233,22,4,Male,Bachelor Degree,Married,No,Urban,Engineering,Mid-Level,Enterprise (5000+),Technology,Excellent,Fast (50-100 Mbps),33,Moderate,Few times per week,73.5,86.6,62.3,95.0,7,26,73.3,8,8,8151.0,0.0
1234,39,1,Male,Bachelor Degree,Single,Yes,Suburban,Sales,Lead,Small (51-200),Healthcare,Good,Fast (50-100 Mbps),45,High,Daily,64.1,87.7,91.5,95.0,4,16,100.0,6,7,7951.5,769.1999999999999
1235,25,3,Male,Associate Degree,Married,Yes,Rural,HR,Mid-Level,Enterprise (5000+),Technology,Poor,Fast (50-100 Mbps),43,Very High,Few times per week,76.3,68.7,48.9,87.3,6,22,100.0,6,8,5849.099999999999,0.0
1236,22,1,Female,Bachelor Degree,Married,No,Urban,Product,Junior,Small (51-200),Education,Good,Moderate (25-50 Mbps),47,High,Daily,60.1,69.6,60.7,75.5,12,35,100.0,9,5,4439.4,0.0
1237,38,3,Male,Master Degree,Married,No,Urban,Engineering,Junior,Medium (201-1000),Education,Average,Very Fast (100+ Mbps),39,Moderate,Daily,97.5,97.9,89.9,95.0,8,11,100.0,8,5,8930.0,195.0
1238,57,4,Male,Associate Degree,Single,No,Urban,Sales,Senior,Small (51-200),Technology,Average,Very Fast (100+ Mbps),42,High,Weekly,89.4,95.2,95.0,95.0,5,10,100.0,4,8,9310.0,804.6
1239,34,5,Male,Bachelor Degree,In Relationship,No,Urban,Engineering,Mid-Level,Medium (201-1000),Finance,Excellent,Very Fast (100+ Mbps),44,High,Monthly,83.8,90.5,81.1,95.0,10,0,100.0,4,8,9310.0,502.79999999999995
1240,42,2,Female,Master Degree,Married,Yes,Urban,Customer Success,Mid-Level,Medium (201-1000),Finance,Poor,Fast (50-100 Mbps),39,Very High,Daily,62.2,69.4,50.0,78.3,9,26,100.0,4,8,4932.9,62.2
1241,35,3,Female,Bachelor Degree,In Relationship,Yes,Rural,Customer Success,Mid-Level,Medium (201-1000),Technology,Average,Very Fast (100+ Mbps),50,High,Few times per week,100.0,91.6,71.3,95.0,11,14,100.0,6,5,8654.5,500.0
1242,34,3,Male,Associate Degree,Single,Yes,Suburban,Engineering,Senior,Medium (201-1000),Technology,Excellent,Fast (50-100 Mbps),42,High,Few times per week,100.0,100.0,65.0,95.0,13,26,100.0,5,6,9310.0,700.0
1243,43,5,Female,High School,Single,No,Urban,Finance,Senior,Medium (201-1000),Finance,Good,Very Fast (100+ Mbps),44,High,Daily,80.8,100.0,79.6,95.0,7,0,100.0,6,6,9310.0,565.6
1244,32,3,Male,Associate Degree,Single,No,Urban,HR,Senior,Medium (201-1000),Manufacturing,Good,Fast (50-100 Mbps),37,High,Few times per week,98.0,95.6,83.1,95.0,6,22,100.0,2,4,8265.0,490.0
1245,37,4,Male,PhD,Married,Yes,Suburban,Engineering,Senior,Medium (201-1000),Finance,Average,Fast (50-100 Mbps),32,Moderate,Weekly,94.7,83.5,85.5,95.0,11,38,100.0,4,8,9177.0,378.8
1246,37,5,Female,Master Degree,Married,Yes,Urban,Marketing,Mid-Level,Large (1001-5000),Finance,Excellent,Very Fast (100+ Mbps),33,High,Daily,91.6,100.0,95.0,95.0,11,0,100.0,7,4,9310.0,916.0
1247,28,2,Male,Master Degree,Divorced,Yes,Urban,Operations,Mid-Level,Large (1001-5000),Government,Average,Fast (50-100 Mbps),45,Low,Weekly,69.0,74.8,61.2,78.4,8,36,100.0,7,5,5103.84,69.0
1248,43,5,Female,PhD,Divorced,No,Urban,Engineering,Lead,Small (51-200),Technology,Good,Moderate (25-50 Mbps),37,Moderate,Weekly,87.9,96.7,95.0,95.0,4,0,100.0,5,2,8445.5,1142.7
